Date,Open,High,Low,Close,Volume,Adj Close
1995-10-02,474.659566277,477.55972656,469.342605759,475.142926324,10000,475.142926324
1995-10-03,472.242766041,473.451166159,469.825965806,470.309325853,10000,470.309325853
1995-10-04,469.342605759,469.584285782,465.475725382,469.342605759,10000,469.342605759
1995-10-05,468.859245711,469.342605759,460.158764863,463.058925146,10000,463.058925146
1995-10-06,465.959085429,466.200765452,458.225324675,459.192044769,10000,459.192044769
1995-10-09,457.500284604,465.959085429,457.500284604,465.717405405,10000,465.717405405
1995-10-10,467.40916557,469.825965806,465.959085429,467.650845594,10000,467.650845594
1995-10-11,472.726126088,473.209486136,464.02564524,464.509005287,10000,464.509005287
1995-10-12,461.608845005,466.442445476,461.367164981,463.783965217,10000,463.783965217
1995-10-13,464.02564524,472.001086018,463.300605169,469.584285782,10000,469.584285782
1995-10-16,474.659566277,480.94324689,473.692846183,480.94324689,10000,480.94324689
1995-10-17,480.459886842,481.426606937,474.659566277,475.142926324,10000,475.142926324
1995-10-18,475.142926324,484.326767219,474.659566277,483.118367102,10000,483.118367102
1995-10-19,485.776847361,491.093807879,483.360047125,490.610447832,10000,490.610447832
1995-10-20,490.610447832,494.477328209,487.226927502,491.81884795,10000,491.81884795
1995-10-23,492.543888021,492.543888021,485.293487314,486.260207408,10000,486.260207408
1995-10-24,485.293487314,485.293487314,475.626286371,477.076366513,10000,477.076366513
1995-10-25,476.593006465,482.876687078,474.9012463,482.151647007,10000,482.151647007
1995-10-26,485.293487314,486.018527384,483.360047125,484.568447243,10000,484.568447243
1995-10-27,480.459886842,484.085087196,479.493166748,483.118367102,10000,483.118367102
1995-10-30,479.976526795,482.393327031,476.834686489,479.976526795,10000,479.976526795
1995-10-31,479.976526795,482.393327031,477.318046536,481.184926913,10000,481.184926913
1995-11-01,481.426606937,482.393327031,476.109646418,481.909966984,10000,481.909966984
1995-11-02,484.810127267,485.776847361,469.825965806,470.7926859,10000,470.7926859
1995-11-03,468.859245711,470.7926859,464.509005287,467.892525617,10000,467.892525617
1995-11-06,468.859245711,474.417886253,468.375885664,474.417886253,10000,474.417886253
1995-11-07,474.417886253,476.593006465,472.242766041,475.626286371,10000,475.626286371
1995-11-08,473.934526206,477.076366513,473.934526206,476.593006465,10000,476.593006465
1995-11-09,478.28476663,478.28476663,468.375885664,469.100925735,10000,469.100925735
1995-11-10,467.892525617,481.426606937,467.40916557,480.459886842,10000,480.459886842
1995-11-13,479.734846772,479.734846772,472.242766041,473.692846183,10000,473.692846183
1995-11-14,471.276045947,474.17620623,467.650845594,474.17620623,10000,474.17620623
1995-11-15,474.17620623,474.659566277,467.40916557,468.134205641,10000,468.134205641
1995-11-16,468.859245711,474.9012463,465.475725382,474.9012463,10000,474.9012463
1995-11-17,475.142926324,478.043086607,472.726126088,476.109646418,10000,476.109646418
1995-11-20,477.55972656,481.909966984,476.109646418,479.493166748,10000,479.493166748
1995-11-21,479.976526795,481.426606937,471.759405994,478.517595707,10000,478.517595707
1995-11-22,480.468737789,482.907665392,479.493166748,482.663772632,10000,482.663772632
1995-11-24,483.883236434,487.785520598,483.883236434,485.346592995,10000,485.346592995
1995-11-27,487.297735078,489.736662681,480.468737789,481.444308831,10000,481.444308831
1995-11-28,481.932094351,482.663772632,479.249273988,479.493166748,10000,479.493166748
1995-11-29,479.005381228,486.322164037,479.005381228,485.590485756,10000,485.590485756
1995-11-30,487.297735078,487.297735078,482.419879872,482.907665392,10000,482.907665392
1995-12-01,482.907665392,485.102700235,480.95652331,482.907665392,10000,482.907665392
1995-12-04,484.371021954,485.346592995,475.590882583,475.834775344,10000,475.834775344
1995-12-05,475.346989823,485.834378516,475.346989823,485.834378516,10000,485.834378516
1995-12-06,488.273306119,489.24887716,485.590485756,488.76109164,10000,488.76109164
1995-12-07,495.590088928,498.516802051,493.151161325,493.638946846,10000,493.638946846
1995-12-08,494.614517887,496.809552729,492.907268565,496.077874449,10000,496.077874449
1995-12-11,499.492373093,502.175193456,497.05344549,497.05344549,10000,497.05344549
1995-12-12,496.077874449,498.760694812,493.151161325,494.126732366,10000,494.126732366
1995-12-13,493.638946846,498.516802051,493.638946846,494.126732366,10000,494.126732366
1995-12-14,496.077874449,496.077874449,489.736662681,490.224448201,10000,490.224448201
1995-12-15,488.76109164,492.175590284,488.273306119,488.273306119,10000,488.273306119
1995-12-18,489.736662681,495.346196168,489.0049844,494.126732366,10000,494.126732366
1995-12-19,494.614517887,496.565659969,490.224448201,494.614517887,10000,494.614517887
1995-12-20,493.151161325,494.614517887,488.76109164,489.24887716,10000,489.24887716
1995-12-21,484.858807475,488.76109164,483.883236434,486.809949557,10000,486.809949557
1995-12-22,487.297735078,490.224448201,485.834378516,488.76109164,10000,488.76109164
1995-12-26,486.566056797,493.151161325,486.078271276,491.200019243,10000,491.200019243
1995-12-27,491.443912003,493.638946846,489.24887716,491.200019243,10000,491.200019243
