Date,Open,High,Low,Close,Volume,Adj Close
1994-10-03,414.652092905,422.893625186,414.652092905,420.833242116,10000,420.833242116
1994-10-04,419.287954813,421.863433651,416.454928092,421.09079,10000,421.09079
1994-10-05,421.09079,426.241747676,418.515311162,419.803050581,10000,419.803050581
1994-10-06,418.515311162,420.060598465,416.454928092,419.803050581,10000,419.803050581
1994-10-07,421.348337884,425.469104024,421.348337884,424.696460373,10000,424.696460373
1994-10-10,427.014391327,427.014391327,421.863433651,425.469104024,10000,425.469104024
1994-10-11,426.241747676,429.847418049,425.469104024,428.817226514,10000,428.817226514
1994-10-12,428.044582862,431.135157468,419.287954813,420.318146348,10000,420.318146348
1994-10-13,416.712475975,418.257763278,413.106805602,415.68228444,10000,415.68228444
1994-10-14,414.136997137,420.833242116,410.531326764,420.833242116,10000,420.833242116
1994-10-17,420.575694232,423.666268838,415.68228444,416.197380208,10000,416.197380208
1994-10-18,413.62190137,413.62190137,404.607725437,406.668108507,10000,406.668108507
1994-10-19,405.380369088,410.531326764,402.804890251,409.501135229,10000,409.501135229
1994-10-20,410.531326764,413.879449254,407.183204275,411.561518299,10000,411.561518299
1994-10-21,410.531326764,411.561518299,408.21339581,409.243587345,10000,409.243587345
1994-10-24,407.440752159,418.257763278,404.09262967,416.197380208,10000,416.197380208
1994-10-25,416.197380208,417.485119627,410.016230997,412.076614067,10000,412.076614067
1994-10-26,410.531326764,416.454928092,409.501135229,413.106805602,10000,413.106805602
1994-10-27,411.819066183,412.849257718,405.380369088,406.15301274,10000,406.15301274
1994-10-28,401.774698715,405.895464856,401.774698715,403.319986018,10000,403.319986018
1994-10-31,400.74450718,403.062438134,395.851097388,396.108645272,10000,396.108645272
1994-11-01,395.593549504,398.941671994,395.336001621,398.169028342,10000,398.169028342
1994-11-02,398.68412411,404.865273321,398.68412411,404.09262967,10000,404.09262967
1994-11-03,403.577533902,404.607725437,398.941671994,399.456767761,10000,399.456767761
1994-11-04,398.941671994,403.319986018,398.941671994,401.259602948,10000,401.259602948
1994-11-07,400.74450718,403.319986018,397.396384691,402.547342367,10000,402.547342367
1994-11-08,403.319986018,403.577533902,397.911480459,398.426576226,10000,398.426576226
1994-11-09,396.62374104,397.138836807,389.927496061,391.730331248,10000,391.730331248
1994-11-10,390.700139712,393.533166434,389.927496061,390.185043945,10000,390.185043945
1994-11-11,389.927496061,389.927496061,386.836921455,388.382208758,10000,388.382208758
1994-11-14,388.124660874,392.502974899,388.124660874,392.245427015,10000,392.245427015
